name,'08/18/13 00:00','08/18/13 01:00','08/18/13 02:00','08/18/13 03:00','08/18/13 04:00','08/18/13 05:00','08/18/13 06:00','08/18/13 07:00','08/18/13 08:00','08/18/13 09:00','08/18/13 10:00','08/18/13 11:00','08/18/13 12:00','08/18/13 13:00','08/18/13 14:00','08/18/13 15:00','08/18/13 16:00','08/18/13 17:00','08/18/13 18:00','08/18/13 19:00','08/18/13 20:00','08/18/13 21:00','08/18/13 22:00','08/18/13 23:00','08/19/13 00:00','08/19/13 01:00','08/19/13 02:00','08/19/13 03:00','08/19/13 04:00','08/19/13 05:00','08/19/13 06:00','08/19/13 07:00','08/19/13 08:00','08/19/13 09:00','08/19/13 10:00','08/19/13 11:00','08/19/13 12:00','08/19/13 13:00','08/19/13 14:00','08/19/13 15:00','08/19/13 16:00','08/19/13 17:00','08/19/13 18:00','08/19/13 19:00','08/19/13 20:00','08/19/13 21:00','08/19/13 22:00','08/19/13 23:00'
DIXONLD_1_N008,34,32,31,30,31,33,34,36,35,36,38,40,42,43,44,46,47,45,45,43,41,39,36,35,35,33,32,31,31,32,33,33,33,36,36,37,39,38,42,41,44,43,44,43,42,40,37,36
DMNDSPR_1_N001,34,32,31,31,31,33,34,36,34,35,35,36,38,38,41,43,44,42,41,40,38,36,33,36,35,33,33,31,31,33,33,33,34,36,32,34,37,34,38,38,40,40,42,40,39,38,33,36
DMNDSPR_1_N003,34,32,31,31,31,33,34,36,34,35,35,36,38,38,41,43,44,42,41,40,38,36,33,36,35,33,33,31,31,33,33,33,34,36,32,34,37,34,38,38,40,40,42,40,39,38,33,36
DMTARSL_1_N001,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,47,48,45,45,43,42,39,36,36,35,33,33,31,31,33,33,33,34,37,37,37,40,39,42,42,45,44,45,44,43,41,37,36
DOBBINS_6_N001,33,32,30,30,30,33,33,35,33,33,34,34,36,36,38,40,41,39,38,37,35,34,32,35,34,32,32,30,30,32,32,32,33,35,31,32,34,32,35,35,37,37,39,37,36,37,32,35
DOLANRD_1_N001,33,32,30,30,30,33,33,35,35,36,39,40,43,43,45,46,47,45,45,44,42,40,37,35,34,32,32,30,30,32,32,32,33,35,38,38,41,40,43,42,45,45,46,44,45,42,39,35
DOMTAR_1_N001,33,31,30,30,30,32,33,35,34,35,37,38,40,41,43,44,45,43,42,41,39,38,34,35,34,32,32,30,30,32,32,32,33,35,35,36,38,37,40,40,42,42,43,42,41,39,35,35
DONNELLS_7_B1,34,32,31,30,31,33,34,36,33,35,35,36,37,39,40,42,44,41,41,39,37,35,31,35,34,33,32,30,31,32,33,33,33,36,31,33,36,33,38,37,39,39,40,39,38,36,31,35
DOSPALS_6_N001,35,34,32,32,32,34,36,38,40,41,48,51,56,55,56,55,57,54,57,54,54,50,47,38,36,34,33,32,32,34,34,34,35,38,50,46,50,52,54,52,55,55,56,55,57,52,51,38
DRUM_1_B1,33,32,30,30,30,33,34,35,33,33,33,34,36,36,40,42,43,41,39,40,38,37,31,35,34,32,32,30,30,32,32,32,33,34,29,31,34,31,36,35,38,39,40,39,39,37,31,35
DSAMIGO_2_N011,33,32,30,30,31,33,34,35,35,37,39,41,44,44,46,47,48,45,46,44,43,41,37,35,34,33,32,30,31,32,32,33,33,35,38,38,41,40,43,43,45,45,45,45,45,42,39,35
DTCHFL1_1_B1,33,32,30,30,30,33,34,35,33,33,33,34,36,37,40,42,43,41,39,40,38,37,31,35,34,33,32,30,30,32,32,33,33,34,30,31,34,31,36,36,38,39,40,39,39,37,32,35
DUKMOSS1_7_B1,33,31,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,32,35,38,38,40,39,43,42,44,44,45,44,44,42,39,35
DUKMOSS1_7_N001,33,31,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,32,35,38,38,40,39,43,42,44,44,45,44,44,42,39,35
DUKMOSS2_7_B1,33,31,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,32,35,38,38,40,39,43,42,44,44,45,44,44,42,39,35
DUKMOSS2_7_N001,33,31,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,32,35,38,38,40,39,43,42,44,44,45,44,44,42,39,35
DUKMOSS3_7_B2,33,31,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,32,35,38,38,40,39,43,42,44,44,45,44,44,42,39,35
DUKMOSS3_7_N001,33,31,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,32,35,38,38,40,39,43,42,44,44,45,44,44,42,39,35
DUKMOSS3_7_N002,33,31,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,32,35,38,38,40,39,43,42,44,44,45,44,44,42,39,35
DUKMOSS4_7_B1,33,32,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,33,35,38,38,40,40,43,42,44,44,45,44,44,42,39,35
DUKMOSS4_7_N001,33,32,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,33,35,38,38,40,40,43,42,44,44,45,44,44,42,39,35
DUKMOSS5_7_B1,33,32,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,33,35,38,38,40,40,43,42,44,44,45,44,44,42,39,35
DUKMOSS5_7_N001,33,32,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,33,35,38,38,40,40,43,42,44,44,45,44,44,42,39,35
DUKMOSS6_7_B2,33,32,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,33,35,38,38,40,40,43,42,44,44,45,44,44,42,39,35
DUKMOSS6_7_N001,33,32,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,33,35,38,38,40,40,43,42,44,44,45,44,44,42,39,35
DUKMOSS6_7_N002,33,32,30,30,30,32,33,35,35,36,39,40,43,43,45,46,47,45,45,43,42,40,37,35,34,32,32,30,30,32,32,32,33,35,38,38,40,40,43,42,44,44,45,44,44,42,39,35
DUMBARTN_1_N001,33,32,30,30,30,33,33,35,34,36,38,39,41,42,44,45,47,44,44,42,40,38,35,35,34,33,32,31,31,32,32,33,33,36,36,36,39,37,41,41,43,43,44,42,42,40,36,35
DUMBARTN_1_N003,33,32,30,30,30,33,33,36,35,36,38,39,42,42,44,45,47,44,44,42,40,38,35,35,34,33,32,31,31,32,32,33,33,36,36,36,39,37,41,41,43,43,44,42,42,40,36,35
DUMBARTN_1_N011,33,32,30,30,30,33,33,35,34,36,38,39,41,42,44,45,47,44,44,42,40,38,35,35,34,33,32,31,31,32,32,33,33,36,36,36,39,37,41,41,43,43,44,42,42,40,36,35
DUNBAR_6_N001,33,32,30,30,30,33,33,35,34,36,38,39,42,43,44,46,47,44,44,42,41,39,35,35,34,32,32,30,30,32,32,33,33,36,36,36,39,38,41,41,44,43,45,43,42,40,36,35
DUNBAR_6_N002,33,32,30,30,30,33,33,35,34,36,38,39,42,43,44,46,47,44,44,42,41,39,35,35,34,32,32,30,30,32,32,33,33,36,36,36,39,38,41,41,44,43,45,43,42,40,36,35
DUNHILL_6_N001,34,33,31,31,31,33,34,36,36,39,43,45,50,54,51,55,55,50,49,48,47,43,39,36,35,33,33,31,31,32,33,33,34,38,42,45,50,51,53,60,68,58,50,50,49,45,41,36
DUNLAP_6_N001,56,55,55,55,54,53,55,56,45,44,52,55,61,60,65,60,62,60,74,71,67,64,61,56,57,56,52,53,50,57,48,43,41,39,54,51,55,60,63,58,61,61,67,65,64,63,57,51
DUNNIGAN_6_N001,34,33,31,31,31,34,35,37,35,37,39,39,42,42,44,46,47,45,45,43,41,40,36,36,35,34,33,31,32,33,33,34,34,37,37,37,40,39,43,43,45,45,46,44,43,41,37,36
DUNNSIDE_1_N001,34,32,31,30,31,33,34,36,35,36,39,40,45,49,48,51,55,49,48,47,45,42,38,36,34,33,32,30,30,32,32,32,33,36,38,43,50,51,54,65,75,61,49,49,47,43,39,36
DVLCYN1G_7_B1,33,32,30,30,31,32,33,35,35,36,39,41,46,50,49,52,55,49,47,46,45,41,38,35,34,32,32,30,30,32,32,32,33,35,38,43,49,50,53,64,74,60,48,49,47,43,39,35
DVLCYN2G_7_B1,33,32,30,30,31,32,33,35,35,36,39,41,46,50,49,52,55,49,47,46,45,41,38,35,34,32,32,30,30,32,32,32,33,35,38,43,49,50,53,64,74,60,48,49,47,43,39,35
DVLCYN3G_7_B1,33,32,30,30,31,32,33,35,35,36,39,41,46,49,49,51,55,48,47,46,45,41,38,35,34,32,32,30,30,32,32,32,33,35,37,43,49,50,52,64,74,60,48,49,47,43,39,35
DVLCYN4G_7_B1,33,32,30,30,31,32,33,35,35,36,39,41,46,49,49,51,55,48,47,46,45,41,38,35,34,32,32,30,30,32,32,32,33,35,37,43,49,50,52,64,74,60,48,49,47,43,39,35
EAGLEMTN_2_B1,32,31,29,29,29,31,32,34,33,34,37,39,43,46,45,47,48,46,44,43,42,39,38,36,33,31,31,29,29,30,30,31,31,34,36,40,46,46,46,47,48,47,45,45,45,40,37,36
EAGLEMTN_2_N001,32,31,29,29,29,31,32,34,33,34,37,39,43,46,45,47,48,46,44,43,42,39,38,36,33,31,31,29,29,30,30,31,31,34,36,40,46,46,46,47,48,47,45,45,45,40,37,36
EAGLEMTN_2_N002,32,31,29,29,29,31,32,34,33,34,37,39,43,46,45,47,48,46,44,43,42,39,38,36,33,31,31,29,29,30,30,31,31,34,36,40,46,46,46,47,48,47,45,45,45,40,37,36
EAGLROCK_2_N001,33,32,30,30,30,32,33,35,34,36,39,41,45,46,46,47,48,46,46,45,44,41,37,35,34,32,32,30,30,32,31,32,32,35,37,42,45,44,45,42,44,43,44,44,47,42,39,35
EAGLROCK_2_N012,33,32,30,30,30,32,33,35,34,36,39,41,45,46,46,47,48,46,46,45,44,41,37,35,34,32,32,30,30,32,31,32,32,35,37,42,45,44,45,42,44,43,44,44,47,42,39,35
EASTGATE_6_N004,34,33,31,31,31,33,34,36,36,39,44,45,51,54,51,56,55,50,49,48,47,43,39,36,35,33,33,31,31,32,33,33,34,38,42,45,50,51,53,60,67,58,49,50,49,45,41,36
EASTGATE_6_N101,34,33,31,31,31,33,34,36,36,39,44,45,51,54,51,56,55,50,49,48,47,43,39,36,35,33,33,31,31,32,33,33,34,38,42,45,50,51,53,60,67,58,49,50,49,45,41,36
EASTGATE_6_N201,34,33,31,31,31,33,34,36,36,39,44,45,51,54,51,56,55,50,49,48,47,43,39,36,35,33,33,31,31,32,33,33,34,38,42,45,50,51,53,60,67,58,49,50,49,45,41,36
EASTWOOD_7_B1,41,41,39,34,34,37,34,37,38,41,41,42,46,51,45,53,54,49,63,55,51,47,40,41,39,34,38,36,37,39,38,41,37,40,43,43,46,47,44,48,50,49,52,49,48,44,43,39
EBMUDGRY_1_N001,33,31,30,30,30,32,33,35,34,36,38,39,42,42,44,45,46,44,44,42,40,38,35,35,34,32,32,30,30,32,32,32,33,36,35,36,39,37,41,41,43,43,44,42,42,40,36,35
EDENVALE_1_N001,33,32,30,30,30,33,33,35,34,36,38,39,42,42,44,45,47,44,44,42,41,39,36,35,34,33,32,30,30,32,32,33,33,36,36,37,39,38,41,41,43,43,44,43,42,40,37,35
EDENVALE_1_N004,33,32,30,30,30,33,33,35,34,36,38,39,42,42,44,45,47,44,44,42,41,39,36,35,34,33,32,30,30,32,32,33,33,36,36,37,39,38,41,41,43,43,44,43,42,40,37,35
EDENVALE_1_N006,33,32,30,30,30,33,33,35,34,36,38,39,42,42,44,45,47,44,44,42,41,39,36,35,34,33,32,30,30,32,32,33,33,36,36,37,39,38,41,41,43,43,44,43,42,40,37,35
EDENVALE_1_N008,33,32,30,30,30,33,33,35,34,36,38,39,42,42,44,45,47,44,44,42,41,39,36,35,34,33,32,30,30,32,32,33,33,36,36,37,39,38,41,41,43,43,44,43,42,40,37,35
EDES_1_N001,34,33,31,31,31,34,34,36,35,37,39,40,43,44,45,47,48,46,45,43,42,40,36,36,35,33,33,31,31,33,33,33,34,37,37,38,41,39,42,43,45,44,46,44,43,41,37,36
EDES_1_N003,34,33,31,31,31,34,34,36,35,37,39,40,43,44,45,47,48,46,45,43,42,40,36,36,35,33,33,31,31,33,33,33,34,37,37,38,41,39,42,43,45,44,46,44,43,41,37,36
EDMON1AP_7_N001,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON2AP_7_N001,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON3AP_7_N001,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON3AP_7_N002,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON4AP_7_N001,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON4AP_7_N002,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON5AP_7_N001,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON5AP_7_N002,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON6AP_7_N001,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON6AP_7_N002,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON7AP_7_N001,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON7AP_7_N002,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON8AP_7_N001,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMON8AP_7_N002,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDMONSTN_2_N023,33,32,30,30,31,32,33,35,34,35,38,40,43,45,44,45,47,45,45,44,43,40,37,35,34,32,32,30,30,32,32,32,33,35,37,41,45,44,44,43,46,44,43,44,46,41,38,35
EDWARDS_1_N001,34,32,30,30,31,33,33,35,34,35,38,40,45,49,48,51,55,48,47,46,45,42,38,36,34,32,32,30,30,32,32,32,33,35,38,43,49,51,53,64,74,61,49,49,47,43,39,35
EELRIVR_6_N001,39,37,35,35,32,33,33,35,35,38,38,39,44,43,44,53,52,50,48,47,45,41,39,39,98,65,98,69,37,39,37,36,48,46,50,51,47,41,49,47,51,53,55,52,51,47,44,67
EGLERCK_1_B1,31,30,28,28,28,31,32,34,33,34,36,37,39,40,42,44,45,42,42,40,38,36,33,33,32,30,30,28,29,30,30,31,31,34,34,34,37,35,39,39,41,41,42,41,40,38,34,33
EIGHTMI_2_N017,33,32,30,30,30,33,33,35,33,35,36,36,38,39,41,43,44,41,52,40,38,36,33,35,34,33,32,30,31,32,32,33,33,35,33,34,36,34,51,38,40,40,41,40,39,38,33,35
EISEN_6_N001,32,31,29,29,29,32,32,34,34,36,39,40,44,44,45,47,49,46,46,44,43,40,37,34,33,31,31,29,29,31,31,32,32,35,37,37,40,39,42,42,44,44,44,43,44,41,39,34
EISENHOW_1_N001,34,32,31,30,31,33,33,36,35,37,39,41,47,50,48,51,52,50,49,47,46,42,39,36,34,33,32,30,30,32,32,32,33,35,38,43,50,50,50,51,51,52,49,49,48,43,39,36
ELCAJNGT_7_B3,34,33,31,31,32,33,34,37,37,38,41,45,44,49,51,50,56,51,50,49,47,43,39,37,35,33,33,31,31,32,33,33,34,38,42,45,50,51,54,60,68,58,50,50,50,45,41,37
ELCAJNGT_7_N001,34,33,31,31,32,33,34,37,37,38,41,45,44,49,51,50,56,51,50,49,47,43,39,37,35,33,33,31,31,32,33,33,34,38,42,45,50,51,54,60,68,58,50,50,50,45,41,37
ELCAJNGT_7_N004,34,33,31,31,32,33,34,37,37,38,41,45,44,49,51,50,56,51,50,49,47,43,39,37,35,33,33,31,31,32,33,33,34,38,42,45,51,52,54,61,68,58,50,50,50,45,41,37
ELCAPTN_1_N001,39,38,37,37,37,39,40,41,47,49,63,68,78,74,75,70,72,70,71,72,77,70,68,41,40,39,37,36,36,38,37,36,37,41,72,62,68,75,74,70,73,74,74,75,81,72,76,42
ELCAPTN_1_N004,39,38,37,37,37,39,40,41,47,49,63,68,78,74,75,70,72,70,71,72,77,70,68,41,40,39,37,36,36,38,37,36,37,41,72,62,68,75,74,70,73,74,74,75,81,72,76,42
ELCAPTN_1_N005,39,38,37,37,37,39,40,41,47,49,63,68,78,74,75,70,72,70,71,72,77,70,68,41,40,39,37,36,36,38,37,36,37,41,72,62,68,75,74,70,73,74,74,75,81,72,76,42
ELCENTRO_2_N001,33,31,30,30,30,32,32,35,34,36,39,42,42,46,47,46,51,47,47,45,44,41,37,35,33,32,31,30,30,31,31,32,32,36,39,42,47,48,49,53,58,52,47,47,47,42,38,35
ELCRRTO_1_N001,33,32,30,30,30,33,34,36,35,36,38,39,42,42,44,46,47,44,44,42,41,39,35,35,34,33,32,30,31,32,32,33,33,36,36,37,39,38,41,41,44,43,45,43,42,40,36,35
ELCRRTO_1_N023,33,32,30,30,30,33,34,36,35,36,38,39,42,42,44,46,47,44,44,42,41,39,35,35,34,33,32,30,31,32,32,33,33,36,36,37,39,38,41,41,44,43,45,43,42,40,36,35
ELDORDO_5_B1,33,31,30,30,30,32,33,35,34,35,38,40,44,46,46,47,48,46,46,45,43,40,37,35,34,32,31,30,30,31,31,32,32,35,37,41,45,45,46,47,50,46,44,45,46,42,38,35
ELECTRA_2_B1,33,32,30,30,30,33,33,35,31,33,31,32,32,34,36,39,39,37,35,34,32,31,28,35,34,33,32,30,31,32,32,32,32,35,26,30,32,28,33,33,35,34,36,34,32,32,27,35
ELK_6_N001,34,33,31,31,31,34,35,37,36,38,40,41,44,45,47,50,52,49,48,46,44,41,37,36,36,34,33,31,32,33,33,34,35,38,38,39,42,40,44,45,48,47,49,47,46,43,39,37
ELKCREEK_6_N001,32,30,29,29,29,31,32,34,33,34,37,37,38,39,41,43,44,41,41,40,38,37,33,34,33,32,31,29,29,31,31,31,32,34,34,35,38,36,39,39,41,41,42,41,40,37,34,34
ELKCREEK_6_N003,32,30,29,29,29,31,32,34,33,34,37,37,38,39,41,43,44,41,41,40,38,37,33,34,33,32,31,29,29,31,31,31,32,34,34,35,38,36,39,39,41,41,42,41,40,37,34,34
ELKHIL1G_7_B2,31,30,28,28,29,31,31,33,34,35,38,39,43,43,44,46,47,44,44,43,42,39,36,33,32,31,30,28,29,30,31,31,32,34,37,36,39,38,41,40,42,42,43,42,43,40,38,34
ELKHIL1G_7_N001,31,30,28,28,29,31,31,33,34,35,38,39,43,43,44,46,47,44,44,43,42,39,36,33,32,31,30,28,29,30,31,31,32,34,37,36,39,38,41,40,42,42,43,42,43,40,38,34
ELKHIL2G_7_B2,31,30,28,28,29,31,31,33,34,35,38,39,43,43,44,46,47,44,44,43,42,39,36,33,32,31,30,28,29,30,31,31,32,34,37,36,39,38,41,40,42,42,43,42,43,40,38,34
ELKHIL2G_7_N001,31,30,28,28,29,31,31,33,34,35,38,39,43,43,44,46,47,44,44,43,42,39,36,33,32,31,30,28,29,30,31,31,32,34,37,36,39,38,41,40,42,42,43,42,43,40,38,34
ELKHIL3G_7_B1,31,30,28,28,29,31,31,33,34,35,38,39,43,43,44,46,47,44,44,43,42,39,36,33,32,31,30,28,29,30,31,31,32,34,37,36,39,38,41,40,42,42,43,42,43,40,38,34
ELKHLLS_6_N001,33,31,29,29,30,32,33,34,34,36,39,40,44,44,45,47,48,46,46,44,43,40,37,34,34,32,31,29,30,31,32,32,33,35,38,38,40,39,43,43,45,45,45,44,45,42,39,35
ELLIOTT_6_N001,34,32,31,30,31,33,34,36,36,38,42,44,47,51,50,52,55,50,49,48,46,43,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,67,57,49,49,49,44,40,36
ELLIOTT_6_N004,34,32,31,30,31,33,34,36,36,38,42,44,47,51,50,52,55,50,49,48,46,43,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,67,57,49,49,49,44,40,36
ELLIS_2_B1,34,33,31,31,31,33,34,37,38,42,48,52,48,51,51,53,55,50,49,48,46,43,39,36,35,33,33,31,31,32,33,33,34,40,50,46,51,51,54,63,71,60,50,50,49,45,40,36
ELLIS_6_N001,34,33,31,31,31,33,34,37,38,42,48,52,48,51,51,53,55,50,49,48,47,43,39,37,35,33,33,31,31,32,33,33,34,40,50,46,51,51,54,63,71,60,50,50,49,45,40,37
ELLIS_6_N003,34,33,31,31,31,33,34,37,38,42,48,52,48,51,51,53,55,50,49,48,47,43,39,37,35,33,33,31,31,32,33,33,34,40,50,46,51,51,54,63,71,60,50,50,49,45,40,37
ELLIS_6_N105,34,33,31,31,31,33,34,37,38,42,48,52,48,51,51,53,55,50,49,48,47,43,39,37,35,33,33,31,31,32,33,33,34,40,50,46,51,51,54,63,71,60,50,50,49,45,40,37
ELLSGTY_1_N001,33,32,30,30,30,32,33,35,34,35,37,38,40,40,42,44,45,43,42,41,39,37,34,35,34,32,32,30,30,32,32,32,33,35,34,35,38,36,39,39,41,41,42,41,40,39,35,35
ELNIDO_1_N001,38,37,35,35,35,37,38,40,45,46,58,63,71,68,69,65,67,65,66,66,69,64,62,39,39,37,36,35,35,37,36,35,36,40,65,57,62,68,68,64,67,68,68,68,73,66,68,40
ELNIDO_1_N004,38,37,35,35,35,37,38,40,45,46,58,63,71,68,69,65,67,65,66,66,69,64,62,39,39,37,36,35,35,37,36,35,36,40,65,57,62,68,68,64,67,68,68,68,73,66,68,40
ELNIDO_2_N001,35,33,31,31,32,34,35,37,38,41,47,50,48,51,50,52,55,50,49,48,47,43,39,37,35,34,33,31,31,33,33,34,35,40,48,46,51,51,54,62,69,59,50,50,49,45,41,37
ELNIDO_2_N012,35,33,31,31,32,34,35,37,38,41,47,50,48,51,50,52,55,50,49,48,47,43,39,37,35,34,33,31,31,33,33,34,35,40,48,46,51,51,54,62,69,59,50,50,49,45,41,37
ELPATIO_1_N001,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,46,48,45,45,43,41,39,36,36,35,33,32,31,31,33,33,33,33,36,37,37,40,38,42,42,44,44,45,43,43,41,37,36
ELPATIO_1_N006,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,46,48,45,45,43,41,39,36,36,35,33,32,31,31,33,33,33,33,36,37,37,40,38,42,42,44,44,45,43,43,41,37,36
ELPATIO_1_N015,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,46,48,45,45,43,41,39,36,36,35,33,32,31,31,33,33,33,33,36,37,37,40,38,42,42,44,44,45,43,43,41,37,36
ELPATIO_1_N019,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,46,48,45,45,43,41,39,36,36,35,33,32,31,31,33,33,33,33,36,37,37,40,38,42,42,44,44,45,43,43,41,37,36
ELSEG3G_7_B1,35,33,31,31,32,34,35,37,38,41,47,50,47,51,50,52,54,50,49,48,47,43,39,37,35,34,33,31,31,33,33,34,35,40,48,46,51,51,54,62,69,59,50,50,49,45,41,37
ELSEG4G_7_B1,35,33,31,31,32,34,35,37,38,41,47,50,47,51,50,52,54,50,49,48,47,43,39,37,35,34,33,31,31,33,33,34,35,40,48,46,51,51,54,62,69,59,50,50,49,45,41,37
EMBRCDR_2_N001,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,47,48,45,45,43,42,39,36,36,35,33,32,31,31,33,33,33,34,36,36,37,40,38,42,42,44,44,45,43,43,41,37,36
EMBRCDR_2_N008,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,47,48,45,45,43,42,39,36,36,35,33,32,31,31,33,33,33,34,36,36,37,40,38,42,42,44,44,45,43,43,41,37,36
EMBRCDR_2_N010,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,47,48,45,45,43,42,39,36,36,35,33,32,31,31,33,33,33,34,36,36,37,40,38,42,42,44,44,45,43,43,41,37,36
EMBRCDR_2_N101,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,47,48,45,45,43,42,39,36,36,35,33,32,31,31,33,33,33,34,36,36,37,40,38,42,42,44,44,45,43,43,41,37,36
EMBRCDR_2_N104,34,32,31,31,31,33,34,36,35,37,39,40,43,43,45,47,48,45,45,43,42,39,36,36,35,33,32,31,31,33,33,33,34,36,36,37,40,38,42,42,44,44,45,43,43,41,37,36
EMRLDLE_6_N001,33,32,30,30,31,33,34,36,35,36,38,40,42,43,44,46,47,45,45,43,41,39,36,35,34,33,32,31,31,32,33,33,33,36,36,37,40,38,42,41,44,43,45,43,43,40,37,36
EMRYSVE_1_N001,34,32,30,30,31,33,34,36,33,35,35,36,38,38,41,43,44,42,41,39,37,36,33,35,34,33,32,30,31,32,32,33,33,35,32,34,36,33,37,38,40,40,41,39,38,38,33,35
EMRYSVE_1_N003,34,32,30,30,31,33,34,36,33,35,35,36,38,38,41,43,44,42,41,39,37,36,33,35,34,33,32,30,31,32,32,33,33,35,32,34,36,33,37,38,40,40,41,39,38,38,33,35
ENCANWND_6_N001,32,31,29,29,30,32,33,36,36,38,41,44,48,50,49,49,50,45,47,45,44,41,37,35,32,30,30,28,28,30,31,31,32,35,38,42,49,47,48,48,51,46,43,43,45,40,37,33
ENCINA_1_B1,34,32,31,31,31,33,34,36,36,38,42,45,47,51,50,53,55,50,49,48,46,43,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,68,58,49,50,49,44,40,36
ENCINA_1_N001,34,32,31,31,31,33,34,36,36,38,42,45,47,51,50,53,55,50,49,48,46,43,39,36,35,33,32,31,31,32,32,33,34,37,41,45,50,51,53,60,68,58,49,50,49,44,40,36
